Gene,logFC,FDR
LOC101928371,1.127219151,0.277609515
TMEM31,-0.975881155,0.277631593
LOC100132215,0.731015451,0.277631593
LOC105375451,-1.745040944,0.277829337
ENKUR,0.843839233,0.277916049
FBXO27,0.20885895,0.278135445
LOC105376957,1.317694683,0.278683735
PLK2,0.431083326,0.278931474
LOC105372814,-1.64879599,0.279087869
LINC02788,1.577235486,0.27919388
LINC01558,1.640940678,0.279261526
LOC100996720,1.298276719,0.279328873
SLC1A2-AS1,-1.876906987,0.279347329
KCNAB3,0.507409545,0.279347329
LINC02235,-1.295400204,0.279443519
RORC,-1.502076885,0.279738801
LOC112267907,1.537249943,0.279753331
BCL9,0.321000548,0.279948452
ASTE1,-0.271049731,0.280022007
TMED10,-0.089290837,0.280030888
ATE1,-0.148167638,0.28024708
TIMM8B,0.408576671,0.280360274
LOC100506317,1.045200789,0.280360274
LOC646588,-1.075598034,0.28036149
HLA-C_2,-1.874847505,0.280436761
ID2-AS1,1.355231582,0.280442089
CLPTM1L_1,1.536628481,0.280612206
LOC105377199,-1.077560987,0.280702756
PRG3,-1.780150224,0.280737786
LOC107987243,1.281852926,0.280737833
CHCHD5,0.314172193,0.280754142
ANKRD20A5P,-1.875323601,0.280800501
LOC105378766,-1.870175278,0.280800501
LOC100132154,1.478311074,0.280800501
CLN3,0.16806863,0.280900062
LOC101060187,1.57888265,0.281006112
LOC102724449,-1.830753128,0.281105785
SLC13A5,0.274732701,0.281105785
LRRC14B,-1.750502094,0.281157411
PIK3C3,0.257202749,0.281433437
MYCBP2-AS1,1.401688515,0.281433437
LINC00551,-1.761491286,0.281807654
PIK3CG,-1.744978551,0.281847351
DMD,-0.298489112,0.2818489
CLNK,1.296583111,0.282071857
EPS15-AS1,-1.514299014,0.282321062
LOC105375957,-1.697547492,0.282460219
LOC105375851,-1.810308306,0.282489123
MCRIP1,1.249307558,0.282514502
NFKBIE,-0.230322656,0.282662356
TM4SF1,-1.011073102,0.28266897
LOC105371722,0.680225375,0.282799209
HTR3B,1.240419645,0.282799209
CALHM6,-0.690483596,0.282815402
EFCC1,1.178839695,0.282819259
LOC105372501,-1.586293351,0.283198522
LOC171391,0.457048246,0.283269565
DCP1B_1,-1.770680512,0.283326966
LOC107987237,-1.571906302,0.283400826
NFIA,-0.752821301,0.283423888
MLF2,0.257808001,0.283423888
MFN1,-0.104247224,0.283483612
GPANK1_6,-1.86305046,0.283549917
TXNL1,-0.154095934,0.283570884
KISS1R,-0.474441035,0.283963895
SNORD68,-0.74762898,0.284036429
USP24,0.253916114,0.284065371
LOC105371517,1.545690992,0.284068524
TUBB_6,-0.671760307,0.284107134
ZNF295-AS1,1.444847883,0.284538872
ZNF597,0.201454848,0.284715627
LOC105374777,1.620155618,0.284989779
CYP2D7_1,1.091042063,0.285156308
GNG10,0.599411444,0.285159924
FRMD7,-1.644424339,0.285181794
SNORD116-28,-0.928880311,0.285419668
SETMAR,0.154476472,0.285419668
LOC105374986,-0.971558802,0.285565479
LOC105370733,-1.82101747,0.285586014
LINC02008,1.405415953,0.285657888
LOC105374746,-1.812554977,0.285688713
LOC107983981,1.386095009,0.285762954
SNORD116-8,-1.684972317,0.28591597
LINC02481,-0.86272757,0.28591597
ZNF26,-0.140152236,0.285986117
LOC105375989,1.465365043,0.286018466
MIR744,1.470493472,0.286360533
LINC01545,-0.890254866,0.286468506
XRCC1,0.143007367,0.286515559
FARS2,0.241753427,0.286747874
LOC101929439,-1.376385882,0.286840321
LOC107984698,-1.770191678,0.286894092
MIR5087,1.240272006,0.286918748
CPEB1,-1.146788278,0.286998604
CYFIP1_2,-1.753489846,0.287242897
SLC30A2,-1.564378651,0.28725655
LOC101927898,1.344347924,0.28725655
GGA1,-0.10161313,0.287278717
CHIC1,-0.302011812,0.287359879
FAM90A27P,-1.848503952,0.287392318
ZNHIT2,0.439698374,0.287411039
NABP2,0.264535618,0.287508168
RAB33B,0.150459611,0.28754751
SPDYE6,-0.694895695,0.287561037
PCTP,-0.255772923,0.287563514
RDH14,-0.538927485,0.287656517
LOC107984264,1.573410509,0.287733867
LOC107985792,-1.790347653,0.287826738
SNORD38A,-0.862807034,0.287833147
KDM3A,0.330352639,0.287833147
FAU,-0.391086273,0.287929381
PTX3,-0.500040747,0.2880305
HNRNPR_1,-1.170344194,0.28805626
NOS2P3,1.711370503,0.288259058
CALHM2,-0.375051534,0.288282628
ANAPC16,0.1353083,0.288354724
SP140,-0.728263571,0.288970407
LOC105375469,-0.980937663,0.289183951
CARS1_1,0.580461307,0.289283414
RCCD1,-0.379762667,0.289327597
PDILT,-1.814646844,0.289434174
LOC101928856,-1.483450915,0.289434174
LOC107985998,-1.375262161,0.289434174
PAUPAR,-1.747230667,0.289444839
LOC112268023,-1.125512119,0.289444839
LOC107983996,1.557394157,0.289647355
HDAC9-AS1,-1.795371829,0.289768536
LOC105374836,-1.639702717,0.289774167
GATA6,-1.540519229,0.289926989
CAGE1,-1.263582971,0.28993196
LINC02607,-1.670981174,0.290258868
THBS3,0.265550359,0.290607228
PIEZO2,0.389783386,0.290641053
LOC100507634,0.370676554,0.290689399
C20orf173,1.606963846,0.290787393
NT5C1A,1.20702865,0.290835068
SP6,-0.822188031,0.290840487
LOC105372218,1.755467179,0.290903089
LOC105373873,-1.706439932,0.290923336
FAM236B,-1.706439912,0.290923336
LINC02744,-1.706439907,0.290923336
LOC107986368,-1.719332194,0.291247649
ZDHHC3,0.291731587,0.291247649
TP53TG1,0.370845393,0.291277879
PAIP2,0.218219945,0.291438169
BTBD2,-0.138778355,0.291478608
PCDHA9,-0.721376868,0.291589432
PAPOLA-DT,0.63355943,0.291749289
C3orf20,0.454777591,0.291796582
LOC112267870,1.344587693,0.291893377
SPAG5-AS1,0.752232973,0.291902679
SNORD11B,-1.716304174,0.291908479
QTRT1,0.485417249,0.292015936
HYDIN2,-1.169600831,0.292035884
SLC10A1,1.228027819,0.292035884
TRAPPC2B,0.315458319,0.29211763
LOC107984438,-1.71454061,0.292258991
PLA2G5,-1.71450998,0.292258991
LOC105379827,-1.71450998,0.292258991
MYEF2,-0.211138352,0.292258991
LOC107984689,-1.70872464,0.292398806
ENPP3,-1.731645502,0.292496613
PHF20,-0.256319513,0.292496613
LOC101929007,0.626750775,0.292706448
LINC00244,-1.707773524,0.292743697
LOC729732,-1.814955919,0.292788257
AADACL2,-1.704271178,0.292804319
LSP1P3,-1.703886928,0.292885666
BZW1-AS1,-1.103727616,0.292913241
AHNAK,-0.377293837,0.292913241
MKRN9P,-1.610689572,0.292965763
LOC102723638,-1.821929168,0.293069869
SNORD69,-1.249961142,0.293183818
CATIP-AS2,-1.701527831,0.293387396
DISC1,-1.04637803,0.293651627
LOC105370970,1.415034399,0.294010168
HSPA6,1.236377212,0.294021235
SCN10A,-1.784276973,0.294061449
WBP4,-0.209686276,0.294181984
LOC107985065,-1.694571742,0.294322174
LINC01539,-1.782744539,0.295121357
LOC105377642,1.199446081,0.295128167
ZACN,1.190523515,0.295139727
PSMA8,-1.695958028,0.295236585
SPATA32,-1.689598896,0.29537205
LINC01068,1.493600841,0.29537205
ZNF530,-0.241523077,0.295614164
TRS-GCT3-1,1.031443937,0.295641876
CTTN,1.467338909,0.295885961
NHSL2,0.371476635,0.296382178
LOC400682_1,-1.775298689,0.296405711
LOC105374113,-1.774350216,0.296443303
SLC38A8,-0.976132529,0.296574373
RFX6,1.487979926,0.296574373
LINC01776,1.600912762,0.296711583
LOC100129148,1.110970372,0.296816314
COLGALT1,-0.195477107,0.296875729
ANXA2P3,1.591361467,0.296875729
LOC112268412,-0.383945377,0.296943079
RABGAP1L-DT,1.485177617,0.296961455
COL4A2,-0.263108929,0.296989238
ANKMY1,0.265135579,0.296994001
LOC102724805,0.703854915,0.297029856
PDE4DIPP5,1.016052409,0.297029856
LOC107986444,-1.578227894,0.297040516
LOC105374240,-1.683390759,0.297049256
LOC101927888,-1.683390759,0.297049256
LOC105378050,-1.683390759,0.297049256
LOC107986763,-1.683390759,0.297049256
LOC107986990,-1.683390759,0.297049256
FOLR2,-1.683390759,0.297049256
LOC105370361,-1.683390759,0.297049256
LINC00517,-1.683390759,0.297049256
SIRPB2,-1.683390759,0.297049256
CKMT2,-0.446383187,0.297049256
ST6GALNAC1,-1.765385732,0.297066294
LOC105375359,-1.77158241,0.297111044
C1orf146,1.396688708,0.297116489
MED16,-0.27343429,0.297155492
SCGB1B2P,-0.514674349,0.297236789
LOC105371217,1.4815921,0.297448501
PSMA7,-0.336511267,0.297790105
PSG3,-1.773603266,0.297824844
SLC2A2,-1.682253,0.297824844
LOC105370103,1.528620249,0.297824844
LOC102725180,-0.634586938,0.297849183
LOC107984526,-1.773287636,0.297882547
SLC45A4,0.237461977,0.297965658
IL17RE,-0.812537866,0.298037425
SEC24B,0.18220469,0.298094535
LOC105378450,-1.486318224,0.298229701
LOC107986743,-1.772273289,0.298257814
TMEM186,-0.264016056,0.298257814
LOC254896,-0.869603785,0.298301602
WDR46_4,-1.489483,0.29843928
GPR89B,0.282086024,0.298674295
MMP28,1.3986412,0.298854104
KRTAP5-AS1_2,1.40193879,0.298854104
ZNF613,-0.276855785,0.29891732
ZNF625-ZNF20,-0.657641428,0.29903674
COMMD2,-0.094067666,0.29903674
VCPIP1,0.188473903,0.29903674
LOC107986155,-1.701673174,0.299070619
LINC02598,-1.700839066,0.299267159
TCEAL6,1.089744997,0.299429601
LOC652276,-0.424385797,0.299458847
ECHS1,-0.215440172,0.299458847
SEMA3F-AS1,0.469329157,0.299541725
ZFPM2-AS1,-1.675745063,0.299589184
OR52N4,-1.675745063,0.299589184
LOC105372283,-1.675745063,0.299589184
SNORD42A,-1.342789224,0.299589184
PLXNB3,-0.424402568,0.29970455
LOC105373730,1.023849551,0.299807287
NDUFAF4,0.331757309,0.299843136
MAGEA8,-1.803178826,0.299912148
OR1I1,-1.674252458,0.299946896
LOC157273_1,-1.674252458,0.299946896
S100G,-1.674177196,0.299959878
LINC01220,1.170229845,0.300034997
NXPH3,0.489718825,0.300101895
TPTE2P3,-1.206074867,0.300145449
LOC107984734,-1.673293757,0.30024406
LOC101927770,-1.060128504,0.30024406
FMO2,-1.673026315,0.300296499
LOC105378000,-1.672980756,0.300296499
CERS3,-1.281857774,0.300296499
LOC105374490,-1.672744428,0.300327714
LOC105371813,-1.672744428,0.300327714
LOC105370266,-1.672744332,0.300327714
MST1L,-0.690848932,0.300451851
CAV2,-0.536071456,0.30046209
LOC107984433,-0.757744942,0.300613454
FMNL1,-0.200388012,0.300680685
MTCH2_1,0.646796263,0.300680685
GPATCH1,0.138974787,0.300694358
LOC105377481,-1.675744955,0.300756335
LOC107984340,-1.245200791,0.300756335
LOC105378329,-1.348444338,0.300793934
FAM47A,-1.670863795,0.300805055
LOC107985259,-1.670741985,0.300805055
LOC101928861,-1.670741985,0.300805055
LOC105372161,-1.670741985,0.300805055
LOC107986639,-1.377817123,0.300814685
LINC00513,-1.78306517,0.300867762
SLC17A4,-1.77289908,0.300960289
UBE2Q2,0.216586152,0.301132609
LOC105378690,1.254193711,0.301206953
HP09053,-1.495731072,0.301251551
H2BC8,0.480864077,0.301479057
TNFRSF4,-1.478394229,0.301804931
FKBP9P1,-0.472260227,0.301804931
LOC105370576,-1.67058876,0.301850296
LINC01098,-1.670554252,0.301850296
LOC105377724,-1.670554252,0.301850296
SLC15A4,-1.670554252,0.301850296
TMTC4,0.249781217,0.30207866
ZNF442,-0.436031218,0.302115204
LOC107985373,1.281392214,0.302259373
LINC02447,1.358339844,0.302409187
RFX8,-0.813699063,0.302507667
NAXE,0.201783902,0.302586019
LINC02136,-1.55498764,0.302837644
PLD4,-1.73877468,0.302919358
LOC101927293,-1.703879373,0.302919358
WDR55,-0.167460116,0.302919358
LOC101926907,-1.670226214,0.302930224
PRECSIT,0.776930574,0.302930224
LOC105369873,1.600105766,0.302930224
NME3,-0.317922672,0.302943471
TSIX,-1.763313369,0.303075292
UBE2Q2P1,0.662169787,0.303075292
TAF4,-0.441769234,0.303138852
LOC105373190,-1.527417565,0.303311958
CTB-49A3.2,-1.196231811,0.303378692
TUT7,-0.257569999,0.303588757
DMXL1-DT,-1.443601957,0.303733001
LOC100996447,-1.7885456,0.303891843
BMP4,-0.820196729,0.304014117
ENTPD1-AS1,-1.506819146,0.304177743
C11orf98,0.447712609,0.304177743
TLCD2_1,-1.637394637,0.304275596
SLC12A7_1,-0.571188774,0.304335484
TRNC,0.786316253,0.304608567
IL5RA,1.416367991,0.304650771
TBX5,-1.658643262,0.304904278
CATSPER2,1.253521062,0.305024196
LOC101928933,0.935786463,0.305060258
LOC107986640,-1.773551957,0.305264252
HLA-DQB1_2,-0.973744997,0.305274497
LOC105374866,1.441706587,0.305274497
LINC01867,-1.655195695,0.305308017
TREML4,-1.655195617,0.305308017
LOC105373426,-1.6551956,0.305308017
LOC107986526,-1.655195587,0.305308017
LOC105369768,-1.655195568,0.305308017
LINC02069,-1.655195567,0.305308017
RWDD4,-0.187949334,0.305308017
LOC107985258,1.416087239,0.305308017
DDX4,1.269387618,0.305396272
THNSL1,0.21544572,0.305413194
PLCB4,0.288307036,0.305413194
CNTD1,-0.689922282,0.305512908
NIT2,-0.260805357,0.305554444
CES5A,1.476785552,0.306070354
SMPD4,-0.248441867,0.306098406
CHRM2,1.083053334,0.306102748
SCARNA22,-1.191456677,0.306359716
USP40,-0.173518054,0.307004418
LOC105369812,-1.77674314,0.307245285
MIR3671,-0.871136094,0.307454052
LOC102723878,-1.604832639,0.307574594
NANOS2,-1.029156426,0.307574594
TSR3,0.389864279,0.307655423
LOC105377929,1.352619836,0.307981818
LUM,1.727221624,0.307981818
MRPL24,0.436004464,0.308327985
LOC112268189,1.414912825,0.30840784
UBE2FP1,-0.631120426,0.30851363
DSEL_1,-1.167357376,0.308675378
SLC9A7P1,-0.402566938,0.308675378
CCDC97,0.250191864,0.308675378
LOC105376512,0.858108417,0.308675378
SHISA8,1.018251633,0.30873773
LINC01778,1.212601403,0.30873773
SEC22C,0.150454113,0.308828584
ETNK1-DT,1.24633908,0.308881299
METTL11B,-0.801428334,0.308960505
ZNF638,-0.205535453,0.308960505
MORC4,0.198178948,0.309096914
LOC107985041,-0.904152879,0.309220026
MBOAT7_7,1.667497562,0.30929033
CLDN23_1,-1.633219301,0.309384098
GET4,-0.328743303,0.309492336
SKP1P2,0.499916378,0.309524136
RABEP2,-0.308527834,0.309536565
LOC102723961,0.988349134,0.309536565
FLT3,-0.489388965,0.309592662
LOC101929485,1.330423917,0.310577342
NEIL2_1,-0.415489804,0.310702481
SORL1-AS1,-1.763064155,0.310816719
ADAM32,1.408817073,0.310880008
LOC100507334,-1.646343729,0.310932012
SCIRT,-0.492284417,0.310932012
SDF4,-0.260172718,0.310932012
APPL2,-0.148987119,0.310932012
LOC399900,0.546088365,0.310932012
RAD9A,0.142629408,0.311021313
CT66,1.067054275,0.311021313
PKD1P6-NPIPP1_1,0.453452419,0.311036869
ARHGEF2-AS2,-0.812204997,0.311158346
LOC102724036,-1.647618077,0.31117065
UFSP1,0.65671894,0.311390712
RPS9_1,-1.039898878,0.31142248
PLEKHA3,0.231429041,0.311497083
LINC02687,1.479498463,0.311542393
MRPS9-AS1,-1.16512056,0.311589309
GOLPH3,-0.132493653,0.311782417
LOC105375095,-1.368787029,0.31183886
LOC105372571,-1.455860646,0.311996012
CCDC87,0.488761351,0.312111538
HSD17B13,-1.708840409,0.312132895
LOC105373046,-1.629317509,0.312132895
MIR558,-1.629317509,0.312132895
LOC105374769,-1.629317509,0.312132895
LOC105374810,-1.629317509,0.312132895
LOC105376945,-1.629317509,0.312132895
LINC02510,-1.629317509,0.312132895
ARHGAP26-IT1,-1.629317509,0.312132895
LOC105375752,-1.629317509,0.312132895
LOC105369750,-1.629317509,0.312132895
DCD,-1.629317509,0.312132895
LOC105369898,-1.629317509,0.312132895
LOC101927879,-1.629317509,0.312132895
LOC101927522,-1.629317509,0.312132895
LINC01754,-1.629317509,0.312132895
MIR548J,-1.629317509,0.312132895
SCARNA26B,-1.629317446,0.312132895
NECTIN4-AS1,-1.629317446,0.312132895
LOC107985238,-1.629317446,0.312132895
LOC105374598,-1.629317446,0.312132895
LOC105373563,-1.629317446,0.312132895
LOC105373677,-1.629317446,0.312132895
LINC01850,-1.629317446,0.312132895
MIR2115,-1.629317446,0.312132895
LOC101926953,-1.629317446,0.312132895
LPP-AS1,-1.629317446,0.312132895
CAPSL,-1.629317446,0.312132895
LOC105379070,-1.629317446,0.312132895
LOC107986604,-1.629317446,0.312132895
LOC102723690,-1.629317446,0.312132895
LOC105379379,-1.629317446,0.312132895
LOC105376032,-1.629317446,0.312132895
LINC00484,-1.629317446,0.312132895
KCNMA1-AS3,-1.629317446,0.312132895
LOC105369457,-1.629317446,0.312132895
LOC105369803,-1.629317446,0.312132895
NR1H4,-1.629317446,0.312132895
USP12-AS1,-1.629317446,0.312132895
LINC00332,-1.629317446,0.312132895
LOC101927131,-1.629317446,0.312132895
LOC105372069,-1.629317446,0.312132895
LOC105372174,-1.629317446,0.312132895
LOC105372316,-1.629317446,0.312132895
LOC105372326,-1.629317446,0.312132895
SIRPG,-1.629317446,0.312132895
LOC107985389,-1.629317446,0.312132895
LOC105372770,-1.629317446,0.312132895
MIR1255B2,-1.629317388,0.312132895
IL1B,-1.629317388,0.312132895
OR5H14,-1.629317388,0.312132895
NCOA7-AS1,-1.629317388,0.312132895
LOC105375244,-1.629317388,0.312132895
OR52E4,-1.629317388,0.312132895
OR56A4,-1.629317388,0.312132895
LOC105376535,-1.629317388,0.312132895
LOC107983976,-1.629317388,0.312132895
LOC101927557,-1.629317388,0.312132895
LOC105371963,-1.629317388,0.312132895
LOC107985488,-1.629317388,0.312132895
LINC01342,-1.629317336,0.312132895
LOC105378811,-1.629317336,0.312132895
LOC105371473,-1.629317336,0.312132895
LINC00971,-1.629317336,0.312132895
LOC105377607,-1.629317336,0.312132895
LOC105379188,-1.629317336,0.312132895
LOC101927950,-1.629317336,0.312132895
LINC01611,-1.629317336,0.312132895
LOC107986919,-1.629317336,0.312132895
DMBT1L1,-1.629317336,0.312132895
DLEU1-AS1,-1.629317336,0.312132895
LINC00377,-1.629317336,0.312132895
LOC105370855,-1.629317336,0.312132895
NTRK3-AS1,-1.629317336,0.312132895
LOC105371019,-1.629317336,0.312132895
OR1D2,-1.629317336,0.312132895
LOC100131943,-1.629317336,0.312132895
LOC101930665,-1.629317336,0.312132895
LOC105372073,-1.629317336,0.312132895
CYP4F3,-1.629317336,0.312132895
LOC105372801,-1.629317336,0.312132895
LOC107987412,-1.629317336,0.312132895
LOC105372282,-1.518927911,0.312132895
INCA1,-1.305125166,0.312132895
RASSF7,-0.374045868,0.312132895
NPRL3,-0.125061459,0.312132895
FECH,0.138151734,0.312132895
TMEM116,0.227410813,0.312132895
ZGPAT,0.230747217,0.312132895
LOC105371224,0.344894741,0.312132895
LOC105371836,1.254169326,0.312132895
ABHD16A_5,1.575355116,0.312132895
DSTNP2,-0.401373027,0.312308099
TRGV5P,-1.731240828,0.312418611
CAPN14,0.824790836,0.312434441
LOC105369710,1.287490072,0.312434441
LOC105378497,-1.654663032,0.312583956
SPTY2D1OS,-0.763976614,0.312650029
SCUBE1-AS1,-1.655261239,0.312745208
TSPAN32,0.789925716,0.312745208
VTA1,0.115382437,0.312787815
LOC105370981,-1.323184759,0.31286753
LOC107985664,0.742679771,0.31286753
LOC101929162,-0.798745043,0.31288103
LINC00653,0.633780611,0.31288103
KLHL10,0.880749436,0.31288103
HOXD4,1.702762378,0.31288103
LOC107984862,-1.416298812,0.313019465
IL17B,0.981715703,0.313019465
MCTS1,1.221736016,0.313146949
LOC105378447,-1.745069083,0.313217208
SELENOKP3,-1.752806455,0.313281856
PTRH1,-1.032762204,0.313283554
FBXW7,-0.635162732,0.313667339
VAMP7,-0.909357922,0.313687063
ADGRF5,-1.739425077,0.313741517
UBAC1,-0.234076376,0.313810237
TUSC8,-1.445433086,0.313950344
HCG18_2,1.152870395,0.313950344
LOC112268052,-1.343585086,0.314155307
LOC107986863,1.447130379,0.314155307
CDKN2AIP,0.141150896,0.314306669
LOC730100,-1.122643032,0.314437654
KRTAP5-9,1.60406615,0.314590098
NMUR1,-1.012106055,0.314632946
CCDC17,-0.565136613,0.314969808
LOC107986299,-1.093235248,0.314977816
ST7L,0.167935532,0.314977816
TTC21B,-0.176883962,0.315511893
LYRM7,-0.260970717,0.315695449
FAM153CP,-1.739801662,0.31578413
CLTC,-0.115977968,0.31601113
ARCN1,-0.182070354,0.316097342
SLC25A2,-1.727260932,0.316261029
PGM5,-1.529119559,0.316480982
KAT8,-0.098879657,0.316604489
LUARIS,-0.632100497,0.316639631
AP3S2,0.383452883,0.316676302
DUXB,-1.476600707,0.316684212
C19orf18,0.797028315,0.316684212
LOC105370516,1.270049314,0.316684212
SNX18,-0.203059239,0.316745355
LINC02204,-1.644527136,0.316771099
FAM238C,-1.284192629,0.317190602
NBL1,-1.385008419,0.317263121
LOC105370913,-1.535723807,0.317540906
LINC00237,-1.616843879,0.317678794
SCO2,0.628482897,0.317715942
LOC105373496,-1.618293352,0.31783581
USP32P2,-0.96626901,0.31783581
ACIN1,-0.233249492,0.317915913
BMS1P2,-0.640163005,0.318043571
SETD4,-0.131552563,0.31810866
LINC01793,1.366253408,0.318185064
BAG6,0.972956561,0.318274069
FNDC3A,0.24963978,0.318299839
GUSBP16,-1.346200179,0.318517388
LOC107984412,1.430557897,0.318517388
PNPLA6,0.156145362,0.318545443
LOC101929418,1.334898576,0.318545443
LOC107984192,-1.69319548,0.318608919
TBC1D3I,1.731182131,0.318608919
CATSPERD,-1.693951505,0.318756614
LOC105370114,1.329029408,0.318756614
LOC101928077,1.410468889,0.318763585
NAT9,-0.273977302,0.318773156
ZNF385D,0.628672532,0.319177792
ZIK1,-0.209662114,0.319281175
MMEL1,-1.453083441,0.319307737
PUF60,-1.104474972,0.319638045
MAP2K5,0.176815453,0.319638045
CYBB,0.818531196,0.319638045
LINC01725,-1.707546923,0.319958029
SPATA41,-0.730894214,0.320177709
EPN2-AS1,-1.539793554,0.320253129
